HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:12128	Approved	TRAV3	T cell receptor alpha variable 3 (gene/pseudogene)		ENSG00000211777	28690
HGNC:12140	Approved	TRAV4	T cell receptor alpha variable 4		ENSG00000211778	28689
HGNC:12143	Approved	TRAV5	T cell receptor alpha variable 5		ENSG00000211779	28688
HGNC:12144	Approved	TRAV6	T cell receptor alpha variable 6	TCRAV5S1	ENSG00000211780	6956
HGNC:12145	Approved	TRAV7	T cell receptor alpha variable 7		ENSG00000211781	28686
HGNC:12146	Approved	TRAV8-1	T cell receptor alpha variable 8-1		ENSG00000211782	28685
HGNC:12147	Approved	TRAV8-2	T cell receptor alpha variable 8-2		ENSG00000211786	28684
HGNC:12148	Approved	TRAV8-3	T cell receptor alpha variable 8-3		ENSG00000211787	28683
HGNC:12149	Approved	TRAV8-4	T cell receptor alpha variable 8-4		ENSG00000211790	28682
HGNC:12150	Approved	TRAV8-5	T cell receptor alpha variable 8-5 (pseudogene)		ENSG00000256379	28681
HGNC:12151	Approved	TRAV8-6	T cell receptor alpha variable 8-6		ENSG00000211795	28680
HGNC:12152	Approved	TRAV8-7	T cell receptor alpha variable 8-7 (non-functional)		ENSG00000211808	28679
HGNC:12153	Approved	TRAV9-1	T cell receptor alpha variable 9-1		ENSG00000211783	28678
HGNC:12154	Approved	TRAV9-2	T cell receptor alpha variable 9-2		ENSG00000211793	28677
HGNC:12103	Approved	TRAV10	T cell receptor alpha variable 10		ENSG00000211784	28676
HGNC:12104	Approved	TRAV11	T cell receptor alpha variable 11 (pseudogene)		ENSG00000256474	28675
HGNC:12105	Approved	TRAV12-1	T cell receptor alpha variable 12-1		ENSG00000211785	28674
HGNC:12106	Approved	TRAV12-2	T cell receptor alpha variable 12-2		ENSG00000211789	28673
HGNC:12107	Approved	TRAV12-3	T cell receptor alpha variable 12-3		ENSG00000211794	28672
HGNC:12108	Approved	TRAV13-1	T cell receptor alpha variable 13-1		ENSG00000211788	28671
HGNC:12109	Approved	TRAV13-2	T cell receptor alpha variable 13-2		ENSG00000211791	28670
HGNC:12110	Approved	TRAV14DV4	T cell receptor alpha variable 14/delta variable 4		ENSG00000211792	28669
HGNC:12111	Approved	TRAV15	T cell receptor alpha variable 15 (pseudogene)		ENSG00000258482	28668
HGNC:12112	Approved	TRAV16	T cell receptor alpha variable 16		ENSG00000211796	28667
HGNC:12113	Approved	TRAV17	T cell receptor alpha variable 17		ENSG00000211797	28666
HGNC:12114	Approved	TRAV18	T cell receptor alpha variable 18		ENSG00000211798	28665
HGNC:12115	Approved	TRAV19	T cell receptor alpha variable 19		ENSG00000211799	28664
HGNC:12117	Approved	TRAV20	T cell receptor alpha variable 20		ENSG00000211800	28663
HGNC:12118	Approved	TRAV21	T cell receptor alpha variable 21		ENSG00000211801	28662
HGNC:12119	Approved	TRAV22	T cell receptor alpha variable 22		ENSG00000211802	28661
HGNC:12120	Approved	TRAV23DV6	T cell receptor alpha variable 23/delta variable 6		ENSG00000211803	28660
HGNC:12121	Approved	TRAV24	T cell receptor alpha variable 24		ENSG00000211805	28659
HGNC:12122	Approved	TRAV25	T cell receptor alpha variable 25		ENSG00000211806	28658
HGNC:12123	Approved	TRAV26-1	T cell receptor alpha variable 26-1		ENSG00000211807	28657
HGNC:12124	Approved	TRAV26-2	T cell receptor alpha variable 26-2		ENSG00000211812	28656
HGNC:12125	Approved	TRAV27	T cell receptor alpha variable 27		ENSG00000211809	28655
HGNC:12126	Approved	TRAV28	T cell receptor alpha variable 28 (pseudogene)		ENSG00000258835	28654
HGNC:12127	Approved	TRAV29DV5	T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene)		ENSG00000211810	28653
HGNC:12129	Approved	TRAV30	T cell receptor alpha variable 30		ENSG00000259092	28652
HGNC:12130	Approved	TRAV31	T cell receptor alpha variable 31 (pseudogene)		ENSG00000249048	28651
HGNC:12131	Approved	TRAV32	T cell receptor alpha variable 32 (pseudogene)		ENSG00000258905	28650
HGNC:12132	Approved	TRAV33	T cell receptor alpha variable 33 (pseudogene)		ENSG00000258812	28649
HGNC:12133	Approved	TRAV34	T cell receptor alpha variable 34		ENSG00000211813	28648
HGNC:12134	Approved	TRAV35	T cell receptor alpha variable 35		ENSG00000211814	28647
HGNC:12135	Approved	TRAV36DV7	T cell receptor alpha variable 36/delta variable 7		ENSG00000211815	28646
HGNC:12136	Approved	TRAV37	T cell receptor alpha variable 37 (pseudogene)		ENSG00000259068	28645
HGNC:12137	Approved	TRAV38-1	T cell receptor alpha variable 38-1		ENSG00000211816	28644
HGNC:12138	Approved	TRAV38-2DV8	T cell receptor alpha variable 38-2/delta variable 8		ENSG00000211817	28643
HGNC:12139	Approved	TRAV39	T cell receptor alpha variable 39		ENSG00000211818	28642
HGNC:12141	Approved	TRAV40	T cell receptor alpha variable 40		ENSG00000211819	28641
HGNC:12142	Approved	TRAV41	T cell receptor alpha variable 41		ENSG00000211820	28640
HGNC:12155	Approved	TRB	T cell receptor beta locus	TCRB		6957
HGNC:12155	Approved	TRB	T cell receptor beta locus	TRB@		6957
HGNC:12156	Approved	TRBC1	T cell receptor beta constant 1		ENSG00000211751	28639
HGNC:12157	Approved	TRBC2	T cell receptor beta constant 2		ENSG00000211772	28638
HGNC:12158	Approved	TRBD1	T cell receptor beta diversity 1		ENSG00000282431	28637
HGNC:12159	Approved	TRBD2	T cell receptor beta diversity 2			28636
HGNC:12162	Approved	TRBJ1-1	T cell receptor beta joining 1-1		ENSG00000282320	28635
HGNC:12163	Approved	TRBJ1-2	T cell receptor beta joining 1-2		ENSG00000282420	28634
HGNC:12164	Approved	TRBJ1-3	T cell receptor beta joining 1-3		ENSG00000282133	28633
HGNC:12165	Approved	TRBJ1-4	T cell receptor beta joining 1-4		ENSG00000281958	28632
HGNC:12166	Approved	TRBJ1-5	T cell receptor beta joining 1-5		ENSG00000282173	28631
HGNC:12167	Approved	TRBJ1-6	T cell receptor beta joining 1-6		ENSG00000282780	28630
HGNC:12168	Approved	TRBJ2-1	T cell receptor beta joining 2-1		ENSG00000211764	28629
HGNC:12169	Approved	TRBJ2-2	T cell receptor beta joining 2-2		ENSG00000211765	28628
HGNC:12170	Approved	TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional)		ENSG00000211766	28627
HGNC:12171	Approved	TRBJ2-3	T cell receptor beta joining 2-3		ENSG00000211767	28626
HGNC:12172	Approved	TRBJ2-4	T cell receptor beta joining 2-4		ENSG00000211768	28625
HGNC:12173	Approved	TRBJ2-5	T cell receptor beta joining 2-5		ENSG00000211769	28624
HGNC:12174	Approved	TRBJ2-6	T cell receptor beta joining 2-6		ENSG00000211770	28623
HGNC:12175	Approved	TRBJ2-7	T cell receptor beta joining 2-7		ENSG00000211771	28622
HGNC:12176	Approved	TRBV1	T cell receptor beta variable 1 (pseudogene)		ENSG00000242736	28621
HGNC:12195	Approved	TRBV2	T cell receptor beta variable 2		ENSG00000226660	28620
HGNC:12212	Approved	TRBV3-1	T cell receptor beta variable 3-1		ENSG00000237702	28619
HGNC:12213	Approved	TRBV3-2	T cell receptor beta variable 3-2 (pseudogene)			28618
HGNC:12215	Approved	TRBV4-1	T cell receptor beta variable 4-1		ENSG00000211710	28617
HGNC:12216	Approved	TRBV4-2	T cell receptor beta variable 4-2		ENSG00000211745	28616
HGNC:12217	Approved	TRBV4-3	T cell receptor beta variable 4-3			28615
HGNC:12218	Approved	TRBV5-1	T cell receptor beta variable 5-1		ENSG00000211734	28614
HGNC:12219	Approved	TRBV5-2	T cell receptor beta variable 5-2 (pseudogene)		ENSG00000242771	28613
HGNC:12220	Approved	TRBV5-3	T cell receptor beta variable 5-3 (non-functional)		ENSG00000211715	28612
HGNC:12221	Approved	TRBV5-4	T cell receptor beta variable 5-4		ENSG00000230099	28611
HGNC:12222	Approved	TRBV5-5	T cell receptor beta variable 5-5		ENSG00000211725	28610
HGNC:12223	Approved	TRBV5-6	T cell receptor beta variable 5-6		ENSG00000211728	28609
HGNC:12224	Approved	TRBV5-7	T cell receptor beta variable 5-7 (non-functional)		ENSG00000211731	28608
HGNC:12225	Approved	TRBV5-8	T cell receptor beta variable 5-8			28607
HGNC:12226	Approved	TRBV6-1	T cell receptor beta variable 6-1		ENSG00000211706	28606
HGNC:12227	Approved	TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene)		ENSG00000283063	28605
HGNC:12228	Approved	TRBV6-3	T cell receptor beta variable 6-3			28604
HGNC:12229	Approved	TRBV6-4	T cell receptor beta variable 6-4		ENSG00000211713	28603
HGNC:12230	Approved	TRBV6-5	T cell receptor beta variable 6-5		ENSG00000211721	28602
HGNC:12231	Approved	TRBV6-6	T cell receptor beta variable 6-6		ENSG00000211724	28601
HGNC:12232	Approved	TRBV6-7	T cell receptor beta variable 6-7 (non-functional)		ENSG00000253188	28600
HGNC:12233	Approved	TRBV6-8	T cell receptor beta variable 6-8		ENSG00000253534	28599
HGNC:12234	Approved	TRBV6-9	T cell receptor beta variable 6-9			28598
HGNC:12235	Approved	TRBV7-1	T cell receptor beta variable 7-1 (non-functional)		ENSG00000211707	28597
HGNC:12236	Approved	TRBV7-2	T cell receptor beta variable 7-2		ENSG00000282939	28596
HGNC:12237	Approved	TRBV7-3	T cell receptor beta variable 7-3		ENSG00000211714	28595
HGNC:12238	Approved	TRBV7-4	T cell receptor beta variable 7-4 (gene/pseudogene)		ENSG00000253409	28594
HGNC:12239	Approved	TRBV7-5	T cell receptor beta variable 7-5 (pseudogene)		ENSG00000227550	28593
HGNC:12240	Approved	TRBV7-6	T cell receptor beta variable 7-6		ENSG00000211727	28592
HGNC:12241	Approved	TRBV7-7	T cell receptor beta variable 7-7		ENSG00000253291	28591
HGNC:12242	Approved	TRBV7-8	T cell receptor beta variable 7-8			28590
HGNC:12243	Approved	TRBV7-9	T cell receptor beta variable 7-9		ENSG00000278030	28589
HGNC:12244	Approved	TRBV8-1	T cell receptor beta variable 8-1 (pseudogene)		ENSG00000243889	28588
HGNC:12245	Approved	TRBV8-2	T cell receptor beta variable 8-2 (pseudogene)		ENSG00000239944	28587
HGNC:12246	Approved	TRBV9	T cell receptor beta variable 9		ENSG00000211716	28586
HGNC:12177	Approved	TRBV10-1	T cell receptor beta variable 10-1(gene/pseudogene)		ENSG00000211717	28585
HGNC:12178	Approved	TRBV10-2	T cell receptor beta variable 10-2		ENSG00000229769	28584
HGNC:12179	Approved	TRBV10-3	T cell receptor beta variable 10-3		ENSG00000275791	28583
HGNC:12180	Approved	TRBV11-1	T cell receptor beta variable 11-1		ENSG00000211720	28582
HGNC:12181	Approved	TRBV11-2	T cell receptor beta variable 11-2		ENSG00000241657	28581
HGNC:12182	Approved	TRBV11-3	T cell receptor beta variable 11-3		ENSG00000276597	28580
HGNC:12183	Approved	TRBV12-1	T cell receptor beta variable 12-1 (pseudogene)		ENSG00000244661	28579
HGNC:12184	Approved	TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)		ENSG00000211739	28578
HGNC:12185	Approved	TRBV12-3	T cell receptor beta variable 12-3		ENSG00000274752	28577
HGNC:12186	Approved	TRBV12-4	T cell receptor beta variable 12-4		ENSG00000276953	28576
HGNC:12187	Approved	TRBV12-5	T cell receptor beta variable 12-5		ENSG00000275158	28575
HGNC:12188	Approved	TRBV13	T cell receptor beta variable 13		ENSG00000276405	28574
HGNC:12189	Approved	TRBV14	T cell receptor beta variable 14		ENSG00000275743	28573
HGNC:12190	Approved	TRBV15	T cell receptor beta variable 15		ENSG00000276819	28572
HGNC:12191	Approved	TRBV16	T cell receptor beta variable 16 (gene/pseudogene)		ENSG00000275243	28571
HGNC:12192	Approved	TRBV17	T cell receptor beta variable 17 (non-functional)		ENSG00000277880	28570
HGNC:12193	Approved	TRBV18	T cell receptor beta variable 18		ENSG00000276557	28569
HGNC:12194	Approved	TRBV19	T cell receptor beta variable 19		ENSG00000211746	28568
HGNC:12196	Approved	TRBV20-1	T cell receptor beta variable 20-1		ENSG00000211747	28567
HGNC:12197	Approved	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)	TCRBV2O	ENSG00000205274	6962
HGNC:12198	Approved	TRBV21-1	T cell receptor beta variable 21-1 (pseudogene)		ENSG00000251578	28566
HGNC:12199	Approved	TRBV21OR9-2	T cell receptor beta variable 21/OR9-2 (pseudogene)	TCRBV10O	ENSG00000183938	6959
HGNC:12200	Approved	TRBV22-1	T cell receptor beta variable 22-1 (pseudogene)	TRBV22	ENSG00000240578	28565
HGNC:18740	Approved	TRBV22OR9-2	T cell receptor beta variable 22/OR9-2 (pseudogene)		ENSG00000234122	246283
HGNC:12201	Approved	TRBV23-1	T cell receptor beta variable 23-1 (non-functional)		ENSG00000211749	28564
HGNC:12202	Approved	TRBV23OR9-2	T cell receptor beta variable 23/OR9-2 (pseudogene)		ENSG00000229063	28552
HGNC:12203	Approved	TRBV24-1	T cell receptor beta variable 24-1		ENSG00000211750	28563
HGNC:12204	Approved	TRBV24OR9-2	T cell receptor beta variable 24/OR9-2 (pseudogene)	TCRBV15O	ENSG00000215206	6961
HGNC:12205	Approved	TRBV25-1	T cell receptor beta variable 25-1		ENSG00000282499	28562
HGNC:12206	Approved	TRBV25OR9-2	T cell receptor beta variable 25/OR9-2 (pseudogene)	TCRBV11O	ENSG00000240215	6960
HGNC:12207	Approved	TRBV26	T cell receptor beta variable 26 (pseudogene)		ENSG00000249912	28561
HGNC:15485	Approved	TRBV26OR9-2	T cell receptor beta variable 26/OR9-2 (pseudogene)		ENSG00000231165	246285
HGNC:12208	Approved	TRBV27	T cell receptor beta variable 27		ENSG00000211752	28560
HGNC:12209	Approved	TRBV28	T cell receptor beta variable 28		ENSG00000211753	28559
HGNC:12210	Approved	TRBV29-1	T cell receptor beta variable 29-1		ENSG00000232869	28558
HGNC:12211	Approved	TRBV29OR9-2	T cell receptor beta variable 29/OR9-2 (non-functional)	TCRBV4O	ENSG00000223394	6958
HGNC:12214	Approved	TRBV30	T cell receptor beta variable 30 (gene/pseudogene)		ENSG00000237254	28557
HGNC:12247	Approved	TRBVA	T cell receptor beta variable A (pseudogene)		ENSG00000239992	28556
HGNC:18741	Approved	TRBVAOR9-2	T cell receptor beta variable A/OR9-2 (pseudogene)			246286
HGNC:12248	Approved	TRBVB	T cell receptor beta variable B (pseudogene)		ENSG00000241911	28555
HGNC:50321	Approved	TRBVC	T cell receptor beta variable C			103106900
HGNC:12249	Entry Withdrawn	TRBVOR9@	T cell receptor beta variable orphans on chromosome 9	TCRBVO@		
HGNC:35083	Approved	TRC-ACA1-1	tRNA-Cys (anticodon ACA) 1-1	TRNAC32P		100189508
HGNC:34706	Approved	TRC-GCA1-1	tRNA-Cys (anticodon GCA) 1-1	TRNAC10		100189144
HGNC:34760	Approved	TRC-GCA2-1	tRNA-Cys (anticodon GCA) 2-1	TRNAC16		100189197
HGNC:34760	Approved	TRC-GCA2-1	tRNA-Cys (anticodon GCA) 2-1	TRC-GCA2-4		100189197
HGNC:34611	Approved	TRC-GCA2-2	tRNA-Cys (anticodon GCA) 2-2	TRNAC5		100189052
HGNC:34611	Approved	TRC-GCA2-2	tRNA-Cys (anticodon GCA) 2-2	TRC-GCA2-1		100189052
HGNC:34666	Approved	TRC-GCA2-3	tRNA-Cys (anticodon GCA) 2-3	TRNAC9		100189105
HGNC:34666	Approved	TRC-GCA2-3	tRNA-Cys (anticodon GCA) 2-3	TRC-GCA2-2		100189105
HGNC:34983	Approved	TRC-GCA2-4	tRNA-Cys (anticodon GCA) 2-4	TRNAC29		100189414
HGNC:34983	Approved	TRC-GCA2-4	tRNA-Cys (anticodon GCA) 2-4	TRC-GCA2-3		100189414
HGNC:34658	Approved	TRC-GCA3-1	tRNA-Cys (anticodon GCA) 3-1	TRNAC8		100189097
HGNC:34650	Approved	TRC-GCA4-1	tRNA-Cys (anticodon GCA) 4-1	TRNAC7		100189090
HGNC:34717	Approved	TRC-GCA5-1	tRNA-Cys (anticodon GCA) 5-1	TRNAC12		100189155
HGNC:34741	Approved	TRC-GCA6-1	tRNA-Cys (anticodon GCA) 6-1	TRNAC14		100189179
HGNC:38575	Approved	TRC-GCA7-1	tRNA-Cys (anticodon GCA) 7-1	TRNAC33		107985761
HGNC:34927	Approved	TRC-GCA8-1	tRNA-Cys (anticodon GCA) 8-1	TRNAC24		100189359
HGNC:34813	Approved	TRC-GCA9-1	tRNA-Cys (anticodon GCA) 9-1	TRNAC18		100189250
HGNC:34982	Approved	TRC-GCA9-2	tRNA-Cys (anticodon GCA) 9-2	TRNAC28		100189413
HGNC:34944	Approved	TRC-GCA9-3	tRNA-Cys (anticodon GCA) 9-3	TRNAC26		100189376
HGNC:34947	Approved	TRC-GCA9-4	tRNA-Cys (anticodon GCA) 9-4	TRNAC27		100189379
HGNC:34871	Approved	TRC-GCA10-1	tRNA-Cys (anticodon GCA) 10-1	TRNAC21		100189305
HGNC:34566	Approved	TRC-GCA11-1	tRNA-Cys (anticodon GCA) 11-1	TRNAC2		100189008
HGNC:34634	Approved	TRC-GCA12-1	tRNA-Cys (anticodon GCA) 12-1	TRNAC6		100189075
HGNC:34925	Approved	TRC-GCA13-1	tRNA-Cys (anticodon GCA) 13-1	TRNAC23		100189357
HGNC:35005	Approved	TRC-GCA14-1	tRNA-Cys (anticodon GCA) 14-1	TRNAC30		100189435
HGNC:34830	Approved	TRC-GCA15-1	tRNA-Cys (anticodon GCA) 15-1	TRNAC19		100189267
HGNC:34708	Approved	TRC-GCA16-1	tRNA-Cys (anticodon GCA) 16-1	TRNAC11		100189146
HGNC:34855	Approved	TRC-GCA17-1	tRNA-Cys (anticodon GCA) 17-1	TRNAC20		100189289
HGNC:34608	Approved	TRC-GCA18-1	tRNA-Cys (anticodon GCA) 18-1	TRNAC4		100189049
HGNC:34739	Approved	TRC-GCA19-1	tRNA-Cys (anticodon GCA) 19-1	TRNAC13		100189177
HGNC:34923	Approved	TRC-GCA20-1	tRNA-Cys (anticodon GCA) 20-1	TRNAC22		100189355
HGNC:34943	Approved	TRC-GCA21-1	tRNA-Cys (anticodon GCA) 21-1	TRNAC25		100189375
HGNC:34588	Approved	TRC-GCA22-1	tRNA-Cys (anticodon GCA) 22-1	TRNAC3		100189029
HGNC:34757	Approved	TRC-GCA23-1	tRNA-Cys (anticodon GCA) 23-1	TRNAC15		100189194
HGNC:12250	Approved	TRC-GCA24-1	tRNA-Cys (GCA) 24-1	TRC		7183
HGNC:12250	Approved	TRC-GCA24-1	tRNA-Cys (GCA) 24-1	TRNAC1		7183
HGNC:35017	Approved	TRC-GCA25-1	tRNA-Cys (anticodon GCA) 25-1	TRNAC31P		100189447
HGNC:12252	Approved	TRD	T cell receptor delta locus	TCRD		6964
HGNC:12252	Approved	TRD	T cell receptor delta locus	TRD@		6964
HGNC:34770	Approved	TRD-GTC1-1	tRNA-Asp (anticodon GTC) 1-1	TRNAD10		100189207
HGNC:34981	Approved	TRD-GTC2-1	tRNA-Asp (anticodon GTC) 2-1	TRNAD18		100189412
HGNC:34798	Approved	TRD-GTC2-2	tRNA-Asp (anticodon GTC) 2-2	TRNAD11		100189235
HGNC:34856	Approved	TRD-GTC2-3	tRNA-Asp (anticodon GTC) 2-3	TRNAD13		100189290
HGNC:34696	Approved	TRD-GTC2-4	tRNA-Asp (anticodon GTC) 2-4	TRNAD6		100189134
HGNC:34682	Approved	TRD-GTC2-5	tRNA-Asp (anticodon GTC) 2-5	TRNAD5		100189120
HGNC:34720	Approved	TRD-GTC2-6	tRNA-Asp (anticodon GTC) 2-6	TRNAD8		100189158
HGNC:34720	Approved	TRD-GTC2-6	tRNA-Asp (anticodon GTC) 2-6	TRD-GTC2-10		100189158
HGNC:34858	Approved	TRD-GTC2-7	tRNA-Asp (anticodon GTC) 2-7	TRNAD14		100189292
HGNC:34858	Approved	TRD-GTC2-7	tRNA-Asp (anticodon GTC) 2-7	TRD-GTC2-11		100189292
HGNC:34802	Approved	TRD-GTC2-8	tRNA-Asp (anticodon GTC) 2-8	TRNAD12		100189239
HGNC:34802	Approved	TRD-GTC2-8	tRNA-Asp (anticodon GTC) 2-8	TRD-GTC2-6		100189239
HGNC:34911	Approved	TRD-GTC2-9	tRNA-Asp (anticodon GTC) 2-9	TRNAD15		100189343
HGNC:34911	Approved	TRD-GTC2-9	tRNA-Asp (anticodon GTC) 2-9	TRD-GTC2-7		100189343
HGNC:34915	Approved	TRD-GTC2-10	tRNA-Asp (anticodon GTC) 2-10	TRNAD16		100189347
HGNC:34915	Approved	TRD-GTC2-10	tRNA-Asp (anticodon GTC) 2-10	TRD-GTC2-8		100189347
HGNC:34951	Approved	TRD-GTC2-11	tRNA-Asp (anticodon GTC) 2-11	TRNAD17		100189383
HGNC:34951	Approved	TRD-GTC2-11	tRNA-Asp (anticodon GTC) 2-11	TRD-GTC2-9		100189383
HGNC:34763	Approved	TRD-GTC3-1	tRNA-Asp (anticodon GTC) 3-1	TRNAD9		100189200
HGNC:34551	Approved	TRD-GTC4-1	tRNA-Asp (GTC) 4-1	TRNAD2		100188994
HGNC:34620	Approved	TRD-GTC5-1	tRNA-Asp (GTC) 5-1	TRNAD3		100189061
HGNC:34712	Approved	TRD-GTC6-1	tRNA-Asp (GTC) 6-1	TRNAD7		100189150
HGNC:34647	Approved	TRD-GTC7-1	tRNA-Asp (GTC) 7-1	TRNAD4		100189087
HGNC:35000	Approved	TRD-GTC8-1	tRNA-Asp (GTC) 8-1	TRNAD19		100189431
HGNC:12251	Approved	TRD-GTC9-1	tRNA-Asp (anticodon GTC) 9-1	TRD		7192
HGNC:12251	Approved	TRD-GTC9-1	tRNA-Asp (anticodon GTC) 9-1	TRNAD1		7192
HGNC:35070	Approved	TRD-GTC10-1	tRNA-Asp (GTC) 10-1	TRNAD20P		100189495
HGNC:12253	Approved	TRDC	T cell receptor delta constant		ENSG00000211829	28526
HGNC:12254	Approved	TRDD1	T cell receptor delta diversity 1		ENSG00000223997	28525
HGNC:12255	Approved	TRDD2	T cell receptor delta diversity 2		ENSG00000237235	28524
HGNC:12256	Approved	TRDD3	T cell receptor delta diversity 3		ENSG00000228985	28523
HGNC:12257	Approved	TRDJ1	T cell receptor delta joining 1		ENSG00000211825	28522
HGNC:12258	Approved	TRDJ2	T cell receptor delta joining 2		ENSG00000211827	28521
HGNC:12259	Approved	TRDJ3	T cell receptor delta joining 3		ENSG00000211828	28520
HGNC:12260	Approved	TRDJ4	T cell receptor delta joining 4		ENSG00000211826	28519
HGNC:2977	Approved	TRDMT1	tRNA aspartic acid methyltransferase 1	DNMT2	ENSG00000107614	1787
HGNC:12261	Approved	TRDN	triadin		ENSG00000186439	10345
HGNC:40592	Approved	TRDN-AS1	TRDN antisense RNA 1		ENSG00000235535	101927990
HGNC:12262	Approved	TRDV1	T cell receptor delta variable 1		ENSG00000211804	28518
HGNC:12263	Approved	TRDV2	T cell receptor delta variable 2		ENSG00000211821	28517
HGNC:12264	Approved	TRDV3	T cell receptor delta variable 3		ENSG00000256590	28516
HGNC:34952	Approved	TRE-CTC1-1	tRNA-Glu (anticodon CTC) 1-1	TRNAE21		100189384
HGNC:34651	Approved	TRE-CTC1-2	tRNA-Glu (anticodon CTC) 1-2	TRNAE13		100189091
HGNC:34953	Approved	TRE-CTC1-3	tRNA-Glu (anticodon CTC) 1-3	TRNAE22		100189385
HGNC:34822	Approved	TRE-CTC1-4	tRNA-Glu (anticodon CTC) 1-4	TRNAE18		100189259
HGNC:34576	Approved	TRE-CTC1-5	tRNA-Glu (anticodon CTC) 1-5	TRNAE5		100189017
HGNC:34583	Approved	TRE-CTC1-6	tRNA-Glu (anticodon CTC) 1-6	TRNAE6		100189024
HGNC:34832	Approved	TRE-CTC1-7	tRNA-Glu (anticodon CTC) 1-7	TRNAE19		100189269
HGNC:34978	Approved	TRE-CTC2-1	tRNA-Glu (anticodon CTC) 2-1	TRNAE24		100189409
HGNC:34564	Approved	TRE-CTC3-1	tRNA-Glu (CTC) 3-1	TRNAE4		100189007
HGNC:35081	Approved	TRE-CTC4-1	tRNA-Glu (CTC) 4-1	TRNAE39P		100189506
HGNC:34799	Approved	TRE-CTC5-1	tRNA-Glu (CTC) 5-1	TRNAE17		100189236
HGNC:34986	Approved	TRE-CTC6-1	tRNA-Glu (anticodon CTC) 6-1	TRNAE25		100189417
HGNC:35065	Approved	TRE-CTC7-1	tRNA-Glu (anticodon CTC) 7-1	TRNAE36P		100189491
HGNC:34603	Approved	TRE-CTC8-1	tRNA-Glu (CTC) 8-1	TRNAE9		100189044
HGNC:35069	Approved	TRE-CTC9-1	tRNA-Glu (CTC) 9-1	TRNAE38P		100189494
HGNC:35109	Approved	TRE-CTC10-1	tRNA-Glu (CTC) 10-1	TRNAE43P		100189532
HGNC:35061	Approved	TRE-CTC11-1	tRNA-Glu (CTC) 11-1	TRNAE35P		100189488
HGNC:35010	Approved	TRE-CTC12-1	tRNA-Glu (CTC) 12-1	TRNAE27P		100189440
HGNC:35031	Approved	TRE-CTC13-1	tRNA-Glu (CTC) 13-1	TRNAE31P		100189459
HGNC:35020	Approved	TRE-CTC14-1	tRNA-Glu (CTC) 14-1	TRNAE28P		100189450
HGNC:35104	Approved	TRE-CTC15-1	tRNA-Glu (CTC) 15-1	TRNAE41P		100189527
HGNC:35105	Approved	TRE-CTC16-1	tRNA-Glu (anticodon CTC) 16-1	TRNAE42P		100189528
HGNC:34675	Approved	TRE-CTC17-1	tRNA-Glu (CTC) 17-1	TRNAE14		100189113
HGNC:35067	Approved	TRE-CTC18-1	tRNA-Glu (CTC) 18-1	TRNAE37P		100189492
HGNC:34987	Approved	TRE-TTC1-1	tRNA-Glu (anticodon TTC) 1-1	TRNAE26		100189418
HGNC:34987	Approved	TRE-TTC1-1	tRNA-Glu (anticodon TTC) 1-1	TRE-TTC1-2		100189418
HGNC:34901	Approved	TRE-TTC1-2	tRNA-Glu (anticodon TTC) 1-2	TRNAE20		100189333
HGNC:34901	Approved	TRE-TTC1-2	tRNA-Glu (anticodon TTC) 1-2	TRE-TTC1-1		100189333
HGNC:34589	Approved	TRE-TTC2-1	tRNA-Glu (anticodon TTC) 2-1	TRNAE7		100189030
HGNC:34622	Approved	TRE-TTC2-2	tRNA-Glu (anticodon TTC) 2-2	TRNAE11		100189063
HGNC:12265	Approved	TRE-TTC3-1	tRNA-Glu (anticodon TTC) 3-1	TRE		7193
HGNC:12265	Approved	TRE-TTC3-1	tRNA-Glu (anticodon TTC) 3-1	TRNAE1		7193
HGNC:38581	Approved	TRE-TTC4-1	tRNA-Glu (anticodon TTC) 4-1	TRNAE44		107985758
HGNC:34976	Approved	TRE-TTC4-2	tRNA-Glu (anticodon TTC) 4-2	TRNAE23		100189407
HGNC:34590	Approved	TRE-TTC5-1	tRNA-Glu (TTC) 5-1	TRNAE8		100189031
HGNC:35037	Approved	TRE-TTC6-1	tRNA-Glu (anticodon TTC) 6-1	TRNAE32P		100189465
HGNC:35028	Approved	TRE-TTC7-1	tRNA-Glu (anticodon TTC) 7-1	TRNAE30P		100189457
HGNC:34627	Approved	TRE-TTC8-1	tRNA-Glu (anticodon TTC) 8-1	TRNAE12		100189068
HGNC:54204	Approved	TRE-TTC8-2	tRNA-Glu (TTC) 8-2			
HGNC:35093	Approved	TRE-TTC9-1	tRNA-Glu (anticodon TTC) 9-1	TRNAE40P		100189518
HGNC:35025	Approved	TRE-TTC10-1	tRNA-Glu (anticodon TTC) 10-1	TRNAE29P		100189454
HGNC:34691	Approved	TRE-TTC11-1	tRNA-Glu (anticodon TTC) 11-1	TRNAE15		100189129
HGNC:34557	Approved	TRE-TTC12-1	tRNA-Glu (anticodon TTC) 12-1	TRNAE3		100189000
